date,activity_id,name,distance_km,elapsed_time_s,moving_time_s,avg_speed_m_s,elevation_gain_m,avg_cadence_spm,calories,training_load,intensity,pace_min_km,pace_sec_km,reference_pace_min_km,load_proxy,acute_load_7d,chronic_load_28d_avg_week,acwr,km_last_7d,km_last_28d,km_last_28d_avg_week,runs_last_28d,longest_run_last_28d,pace_trend_sec_per_week
2025-03-08 08:46:20,13821600912,Morning Run,17.25,7550,7204.0,2.396,42.0,78.0,1220.0,,,6.960386473429952,417.6231884057971,6.9338235294117645,119.1519937692457,251.23473474065153,239.52071879715018,1.0489060654223485,34.83,130.63,32.6575,14.0,17.25,-2.8538170470913844
2025-03-10 20:03:18,13846330919,Afternoon Run,5.82,2648,2487.0,2.34,4.0,77.0,411.0,,,7.121993127147767,427.319587628866,6.947105001420859,39.43929658002244,290.674031320674,234.94750108040918,1.2371871587652798,40.650000000000006,128.15,32.0375,14.0,17.25,-2.094567990028306
2025-03-12 08:41:39,13859867507,Morning Run,7.6,3372,3004.0,2.532,49.0,80.0,545.0,,,6.587719298245615,395.2631578947369,6.9338235294117645,55.465645978372535,346.1396772990465,220.96780856779608,1.5664710599365244,48.25,120.75,30.1875,13.0,17.25,-2.118341648292554
2025-03-14 08:25:23,13878379148,Morning Run,7.22,3068,3033.0,2.382,11.0,79.0,509.0,,,7.001385041551246,420.0831024930748,6.947105001420859,49.76923454081756,316.2311152570316,233.41011720300048,1.3548303691651908,45.41,127.97,31.9925,14.0,17.25,-1.6314862608656484
2025-03-15 07:30:50,13886830909,Morning Run,22.13,9099,9046.0,2.447,40.0,80.0,1557.0,,,6.812773007983131,408.7663804789878,6.9338235294117645,156.17196097735902,419.9981318458173,272.45310744734024,1.5415428210045083,60.02,150.1,37.525,15.0,22.13,-1.4380110361120961
2025-03-17 21:10:50,13911055907,Evening Run,3.83,1757,1665.0,2.301,6.0,78.0,269.0,,,7.245430809399478,434.72584856396867,6.947105001420859,25.511869607551596,286.91871110410074,238.72277585314617,1.2018908128003798,40.78,131.45,32.8625,14.0,22.13,-0.8051051664311855
2025-03-17 21:41:23,13911150003,Evening Run,1.7,757,721.0,2.362,4.0,78.0,128.0,,,7.068627450980393,424.11764705882354,6.960386473429952,11.651465059137935,298.57017616323867,241.63564211793067,1.2356214238358139,42.480000000000004,133.15,33.2875,15.0,22.13,-0.4644225333822199
2025-03-19 08:05:10,13924133269,Morning Run,9.72,3966,3485.0,2.79,6.0,79.0,723.0,,,5.975651577503429,358.53909465020575,6.947105001420859,78.5034465130984,377.0736226763371,261.2615037462053,1.443280457585646,52.2,142.87,35.7175,16.0,22.13,-1.1842844355457147
2025-03-21 08:52:14,13943359074,Morning Run,9.22,3634,3608.0,2.556,13.0,78.0,661.0,,,6.522053506869125,391.3232104121475,6.9338235294117645,67.96606591597201,339.804808073119,260.4005905469056,1.304931019393792,46.6,143.15,35.7875,16.0,22.13,-1.3152828640126202
2025-03-22 08:34:58,13953080720,Morning Run,18.39,7303,7273.0,2.529,45.0,78.0,1317.0,,,6.591444625702374,395.48667754214244,6.8732982686974475,131.80488380137734,315.4377308971373,284.004028916872,1.110680479076816,42.86,155.85999999999999,38.964999999999996,16.0,22.13,-1.3648933256098996
2025-03-24 09:35:45,13971329969,Morning Run,6.31,2721,2660.0,2.372,4.0,77.0,433.0,,,7.025884838880085,421.5530903328051,6.9338235294117645,43.179131324757066,358.6168622218944,272.76622170574444,1.314740732849114,49.17,149.46,37.365,16.0,22.13,-1.0414342805891064
2025-03-26 08:16:32,13990278896,Morning Run,8.86,3238,2961.0,2.992,8.0,80.0,606.0,,,5.569977426636569,334.19864559819416,6.9338235294117645,76.47612167564147,319.4262027177479,280.4228861299303,1.139087494341478,42.78,151.76000000000002,37.940000000000005,16.0,22.13,-3.3930581399831565
2025-03-30 08:44:46,14028693174,Morning Run,20.05,9242,8318.0,2.411,74.0,77.0,1464.0,,,6.914380714879467,414.8628428927681,6.924102122145616,139.0234358081164,258.67868880851495,281.54932313071885,0.9187686403650652,35.22,155.67999999999998,38.919999999999995,15.0,22.13,-2.9286604300272687
2025-03-31 22:13:01,14043469603,Evening Run,10.04,3995,3606.0,2.787,15.0,77.0,696.0,,,5.986055776892431,359.16334661354585,6.924102122145616,80.41181832034573,295.9113758041036,301.65227771080527,0.9809684781753729,38.95,165.71999999999997,41.42999999999999,16.0,22.13,-4.828059653917025
2025-04-02 08:38:10,14056480164,Morning Run,8.77,3147,2975.0,2.95,8.0,80.0,574.0,,,5.653743823641202,339.2246294184721,6.914380714879467,74.16005520541498,293.59530933387714,320.192291512159,0.9169343457561911,38.86,174.48999999999998,43.622499999999995,17.0,22.13,-5.623902710942928
2025-04-04 21:48:06,14081804304,Evening Run,4.42,1969,1822.0,2.431,42.0,80.0,314.0,,,6.87028657616893,412.21719457013575,6.892333645524198,30.56187547508371,324.15718480896084,294.81207513807846,1.0995383572980797,43.28,161.33,40.3325,16.0,22.13,-4.936959782968708
2025-04-05 07:05:12,14085098303,Morning Run,24.13,9216,9209.0,2.621,103.0,80.0,1634.0,,,6.360685177510706,381.64111065064236,6.87028657616893,179.06187469370315,503.219059502664,339.57754381150426,1.4818973417806311,67.41,185.46,46.365,17.0,24.13,-4.874121112368909
2025-04-07 22:19:05,14111584057,Evening Run,10.91,4255,4207.0,2.594,11.0,78.0,759.0,,,6.4268255423159175,385.6095325389551,6.84152979207603,79.45746119939925,363.2412665736011,319.794086524037,1.135859860705393,48.230000000000004,173.3,43.325,16.0,24.13,-4.734480912467246
2025-04-09 08:05:27,14124563278,Morning Run,10.37,3707,3437.0,3.019,15.0,79.0,698.0,,,5.523947283831566,331.4368370298939,6.812773007983131,87.13187689777443,450.37314347137556,341.57705574848063,1.3185111115982175,58.6,183.67000000000002,45.917500000000004,17.0,24.13,-5.422834643438732
2025-04-11 20:35:59,14149371177,Afternoon Run,4.35,1809,1809.0,2.407,6.0,76.0,302.0,,,6.931034482758621,415.86206896551727,6.84152979207603,29.376337046583224,405.58942531254377,322.61241988032896,1.2572033818877606,54.18000000000001,173.20000000000002,43.300000000000004,16.0,24.13,-4.758275288693498
2025-04-12 07:32:28,14154557199,Morning Run,19.14,7209,7196.0,2.661,41.0,79.0,1331.0,,,6.266109369557645,375.9665621734587,6.812773007983131,141.77243571135483,337.7381108551117,319.0125385638279,1.0586985463818601,44.77000000000001,170.20999999999998,42.552499999999995,16.0,24.13,-4.7338609976162225
2025-04-14 19:48:12,14178323091,Afternoon Run,6.79,2897,2704.0,2.512,8.0,74.0,486.0,,,6.637211585665194,398.23269513991164,6.769088412948981,46.87534583051454,384.61345668562626,330.73137502145653,1.1629179622304477,51.56000000000001,177.0,44.25,17.0,24.13,-4.403727732340905
2025-04-19 08:12:57,14221420719,Morning Run,25.21,9709,9623.0,2.62,33.0,79.0,1705.0,,,6.361893428533651,381.71360571201905,6.725403817914831,179.2351518502803,226.11049768079482,329.63195121008664,0.6859483640792037,32.00000000000001,177.73999999999998,44.434999999999995,14.0,25.21,-4.27583276994608
2025-04-21 20:36:16,14246457775,Afternoon Run,7.12,2800,2707.0,2.63,13.0,78.0,480.0,,,6.336610486891386,380.19662921348316,6.709333114631175,50.580333865528516,229.8154857158088,298.5310308949351,0.7698210970794858,32.330000000000005,160.16,40.04,13.0,25.21,-4.170640519750482
2025-04-24 19:11:13,14276177135,Afternoon Run,11.06,4273,3880.0,2.85,38.0,79.0,755.0,,,5.846895720313442,350.8137432188065,6.6932624113475185,84.74332161590203,314.55880733171085,300.5978308800003,1.0464440359095066,43.39000000000001,162.35999999999999,40.589999999999996,13.0,25.21,-4.417707605041173
2025-04-26 07:45:40,14289608626,Morning Run,24.79,9172,9007.0,2.753,81.0,80.0,1661.0,,,6.055533145085384,363.331988705123,6.665236998506357,181.86759928125332,496.4264066129642,346.06473070031365,1.4344900319901748,68.18,187.14999999999998,46.787499999999994,14.0,25.21,-4.468356113546273
2025-05-02 07:56:39,14351934693,Morning Run,7.08,3011,3011.0,2.354,45.0,78.0,481.0,,,7.08804143126177,425.2824858757062,6.665236998506357,44.37498334536623,226.24258262661954,283.7596492031859,0.7973035745636219,31.870000000000005,155.37,38.8425,12.0,25.21,-3.27109199005061
2025-05-04 06:55:17,14371553182,Night Run,6.68,2762,2762.0,2.42,66.0,78.0,466.0,,,6.891217564870259,413.4730538922156,6.665236998506357,43.06373495996143,87.43871830532765,242.11964540097952,0.36113847003417887,13.760000000000007,133.5,33.375,11.0,25.21,-2.4922373828067395
2025-05-04 07:42:55,14372579639,Morning Run,16.81,6557,6234.0,2.697,133.0,79.0,1152.0,,,6.180844735276622,370.8506841165973,6.637211585665194,119.80948587534938,207.24820418067705,272.0720168698169,0.7617402427675712,30.570000000000007,150.31,37.5775,12.0,25.21,-2.5592245408448946
2025-05-05 20:54:47,14388795354,Afternoon Run,4.27,1853,1805.0,2.369,11.0,79.0,295.0,,,7.045277127244341,422.7166276346605,6.637211585665194,26.699376489396855,233.9475806700739,278.7468609921661,0.8392832831816132,34.84,154.57999999999998,38.644999999999996,13.0,25.21,-1.8839344823889368
2025-05-07 09:35:15,14403503271,Morning Run,8.41,3026,2945.0,2.857,14.0,80.0,549.0,,,5.836305984938566,350.1783590963139,6.614328105683784,63.041917121096965,296.9894977911709,252.8600057481469,1.1745214388983989,43.25,141.70999999999998,35.427499999999995,12.0,25.21,-2.1916535962189814
2025-05-09 09:37:19,14424086729,Morning Run,7.68,3006,2920.0,2.632,20.0,79.0,551.0,,,6.336805555555555,380.20833333333337,6.587719298245615,52.5970044245437,305.21151887034836,266.0092568542828,1.1473717963038412,43.85000000000001,149.39,37.3475,13.0,25.21,-1.5467606216573282
2025-05-25 19:27:20,14594928488,Afternoon Run,15.0,6018,6013.0,2.495,51.0,78.0,1098.0,,,6.681111111111111,400.8666666666667,6.55488640255737,96.46569642954022,96.46569642954022,111.51304966131369,0.8650619521439407,15.0,65.92999999999999,16.482499999999998,7.0,16.81,-0.10741398488652101
2025-05-26 21:46:08,14605093754,Evening Run,8.61,3669,3610.0,2.387,26.0,78.0,664.0,,,6.987998451413086,419.2799070847852,6.55488640255737,52.93960429204259,149.40530072158282,124.74795073432435,1.1976573550275886,23.61,74.53999999999999,18.634999999999998,8.0,16.81,0.8608522306279984
2025-05-28 08:31:19,14618760629,Morning Run,7.67,2808,2706.0,2.837,2.0,81.0,516.0,,,5.880052151238592,352.8031290743155,6.55488640255737,56.04598747247359,205.4512881940564,138.75944760244275,1.4806291877342381,31.28,82.21,20.5525,9.0,16.81,-1.0770446500114628
2025-06-01 20:36:01,14667495918,Afternoon Run,15.87,6755,6604.0,2.404,47.0,78.0,1230.0,,,6.935517748372191,416.13106490233145,6.589581961973995,99.36049984769257,208.34609161220874,111.78752151919662,1.8637687711542177,32.15,67.50999999999999,16.877499999999998,7.0,15.87,-0.8795876064586075
2025-06-04 21:16:24,14699042179,Evening Run,12.16,4945,4528.0,2.686,82.0,80.0,905.0,,,6.206140350877193,372.36842105263156,6.589581961973995,85.0800448941856,184.44054474187817,110.62220934011955,1.6673012213559795,28.03,66.99,16.7475,6.0,15.87,-1.3704472029674337
2025-06-07 07:30:55,14721834111,Morning Run,26.11,9713,9555.0,2.733,104.0,81.0,1771.0,,,6.099195710455764,365.9517426273459,6.522053506869125,182.09709498552516,366.5376397274033,142.99723198036492,2.5632498940799984,54.14,85.42,21.355,6.0,26.11,-1.3127488837166577
2025-06-11 09:04:26,14763691155,Morning Run,5.36,2394,1989.0,2.695,22.0,77.0,333.0,,,6.184701492537313,371.08208955223876,6.3943594854247845,35.43562876414289,302.61276864385366,151.85613917140066,1.9927595307970616,43.63,90.78,22.695,7.0,26.11,-1.0722960403520105
2025-06-14 08:04:41,14794624503,Morning Run,17.02,7244,6824.0,2.495,65.0,78.0,1193.0,,,6.682334508421465,400.9400705052879,6.361893428533651,103.08705270951498,138.52268147365788,177.6279023487794,0.7798475331970263,22.38,107.8,26.95,8.0,26.11,-0.28248788574798905
2025-06-19 18:38:59,14853363228,Afternoon Run,8.35,3158,3008.0,2.776,27.0,82.0,593.0,,,6.003992015968064,360.23952095808386,6.34874536653313,56.05601067467741,159.14306338419243,191.64190501744875,0.8304189178755171,25.369999999999997,116.14999999999999,29.037499999999998,9.0,26.11,0.14828758939877162
2025-06-21 10:20:23,14869948155,Morning Run,3.99,1519,1511.0,2.645,25.0,83.0,231.0,,,6.311612364243943,378.69674185463657,6.336708021223471,25.383994810441898,81.44000548511934,197.98790372005922,0.41133828862731786,12.34,120.14,30.035,10.0,26.11,0.22329523670121962
2025-06-22 08:56:16,14881522479,Morning Run,42.81,17403,16961.0,2.524,182.0,82.0,2987.0,,,6.603207973214981,396.1924783928988,6.336805555555555,260.3340735280954,341.77407901321476,263.0714221020831,1.2991684018060754,55.150000000000006,162.95,40.7375,11.0,42.81,0.38058321390866334
2025-10-14 09:42:12,16135943759,De volta,7.08,2912,2779.0,2.548,64.0,79.0,520.0,,,6.541902071563089,392.5141242937853,6.222889556222889,41.90958934538786,41.90958934538786,10.477397336346964,4.0,7.08,7.08,1.77,1.0,7.08,
2025-10-16 09:46:36,16157952392,GPS quebrado pra cRalho,5.18,2468,2176.0,2.381,51.0,79.0,392.0,,,7.001287001287001,420.0772200772201,6.222889556222889,28.650754626267517,70.56034397165537,17.640085992913843,4.0,12.26,12.26,3.065,2.0,7.08,
2025-10-18 21:36:13,16185035158,Encaixou finalmente,10.0,3521,3521.0,2.84,,,885.0,,,5.868333333333333,352.1,6.541902071563089,72.92783194647221,143.48817591812758,35.872043979531895,4.0,22.259999999999998,22.259999999999998,5.5649999999999995,3.0,10.0,
2025-10-28 08:48:28,16279334463,Morning Run,7.34,3043,2856.0,2.57,61.0,81.0,536.0,,,6.485013623978202,389.1008174386921,6.5134578477706455,48.018476947710845,48.018476947710845,47.876663216459605,1.0029620638057015,7.34,29.6,7.4,4.0,10.0,-4.404866148849201
2025-11-02 08:10:35,16329063453,Quebrei kkkk,12.1,4659,4603.0,2.629,70.0,77.0,932.0,,,6.3402203856749315,380.41322314049586,6.485013623978202,80.26067386525753,128.27915081296837,67.941831682774,1.8880731890172506,19.439999999999998,41.7,10.425,5.0,12.1,-4.182163308363985
2025-11-05 22:56:43,16369038581,TROPA DOS GORILAS 🦍 🦍,3.8,1742,1717.0,2.215,35.0,78.0,289.0,,,7.530701754385966,451.8421052631579,6.5134578477706455,21.407766655731557,101.6684405209891,73.29377334670687,1.3871361219193814,15.899999999999999,45.5,11.375,6.0,12.1,9.625764139361058
2025-11-05 23:36:13,16369038593,Volta pra casa,5.1,2011,1745.0,2.926,62.0,80.0,371.0,,,5.7026143790849675,342.15686274509807,6.485013623978202,37.61126641718465,139.27970693817375,82.69658995100303,1.6842255166832838,21.0,50.6,12.65,7.0,12.1,0.5377477122650838
2025-11-10 20:26:36,16418314493,Afternoon Run,11.15,5216,4275.0,2.61,91.0,80.0,779.0,,,6.390134529147982,383.4080717488789,6.4375740765630916,72.31182877207831,131.33086184499453,100.77454714402262,1.303214606931472,20.049999999999997,61.75,15.4375,8.0,12.1,-0.3755868371791767
2025-11-12 20:26:20,16439776088,Afternoon Run,9.09,3687,3504.0,2.596,47.0,81.0,654.0,,,6.424642464246425,385.47854785478546,6.424642464246425,58.4,189.73086184499454,104.89714980767565,1.8087322886547232,29.14,63.760000000000005,15.940000000000001,8.0,12.1,-0.6357620906733601
2025-11-27 20:45:16,16586724702,Afternoon Run,6.16,3715,2296.0,2.686,11.0,81.0,408.0,,,6.212121212121212,372.7272727272727,6.4073884966972035,40.71016901083749,40.71016901083749,77.67542618027238,0.5241061557403706,6.16,47.4,11.85,6.0,12.1,-2.035653313836182
2025-12-05 21:36:18,16660427806,Treino Regenerativo Z1,5.06,2300,1564.0,3.236,56.0,82.0,312.0,,,5.151515151515152,309.0909090909091,6.390134529147982,40.10841851068081,40.10841851068081,52.88260407339915,0.7584425769769539,5.06,31.46,7.865,4.0,11.15,-7.375612037187444
2026-01-11 20:25:18,17108589814,Afternoon Run,7.62,3038,2982.0,2.556,25.0,80.0,558.0,,,6.5223097112860895,391.33858267716533,6.4073884966972035,47.96403026483761,47.96403026483761,11.991007566209403,4.0,7.62,7.62,1.905,1.0,7.62,-2.1947117019060873
2026-01-19 20:09:31,17108589839,Afternoon Run,8.5,3644,3258.0,2.609,39.0,79.0,618.0,,,6.388235294117647,383.29411764705884,6.389184911632814,54.31614469763131,54.31614469763131,25.57004374061723,2.124210081477169,8.5,16.12,4.03,2.0,8.5,-0.9655580258284049
2026-01-22 22:42:24,17144478113,Evening Run,4.4,1544,1544.0,2.85,0.0,79.0,299.0,,,5.848484848484849,350.9090909090909,6.388235294117647,30.702314430679305,85.01845912831061,33.24562234828706,2.5572828277251696,12.9,20.520000000000003,5.130000000000001,3.0,8.5,-1.642109998356705
2026-02-02 21:30:58,17265791069,Corrida noturna,10.2,3960,3960.0,2.576,,,902.0,,,6.470588235294118,388.2352941176471,6.389184911632814,64.34981797268466,64.34981797268466,49.33307684145822,1.3043949839067561,10.2,30.72,7.68,4.0,10.2,-0.7277346735877976
2026-02-25 08:25:44,17537250953,Morning Run,4.76,2096,1651.0,2.886,7.0,81.0,325.0,,,5.780812324929972,346.8487394957983,6.212121212121212,31.775904744265514,31.775904744265514,24.031430679237545,1.3222643781969656,4.76,14.959999999999999,3.7399999999999998,2.0,10.2,1.626209507808272
2026-02-28 08:29:07,17551195429,Morning Run,14.02,6102,5527.0,2.538,98.0,79.0,1197.0,,,6.570375653827865,394.2225392296719,6.388235294117647,87.08024070013012,118.85614544439564,45.80149085427007,2.5950278741486574,18.78,28.979999999999997,7.244999999999999,3.0,14.02,4.2271114724246655
2026-03-02 08:09:49,17573375445,Morning Run,10.04,4195,3729.0,2.693,22.0,80.0,776.0,,,6.190239043824701,371.4143426294821,6.289237168971174,64.1537780739755,183.00992351837112,61.83993537276395,2.9594132402501483,28.82,39.019999999999996,9.754999999999999,4.0,14.02,3.6279437449844547
2026-03-04 08:09:13,17598019282,Morning Run,10.0,3861,3553.0,2.816,37.0,79.0,768.0,,,5.921666666666667,355.3,6.190239043824701,64.70992302790614,247.71984654627727,61.92996163656932,4.0,38.82,38.82,9.705,4.0,14.02,2.780471527306034
2026-03-05 20:59:25,17620513496,Afternoon Run,8.01,3798,3369.0,2.38,25.0,79.0,645.0,,,7.009987515605493,420.5992509363296,6.289237168971174,45.1971672812398,261.14110908325154,73.22925345687926,3.566076352765543,42.07,46.83,11.7075,5.0,14.02,3.8153610237275335
2026-03-06 19:20:12,17628754871,Afternoon Run,16.01,6717,6314.0,2.537,64.0,79.0,1306.0,,,6.572975223818446,394.37851342910676,6.429411764705883,100.68663292696083,361.8277420102124,98.40091168861947,3.6770771306995873,58.08,62.84,15.71,6.0,16.01,0.692219070749675
2026-03-09 21:33:32,17666391782,Evening Run,9.5,4136,3904.0,2.434,37.0,79.0,746.0,,,6.849122807017544,410.94736842105266,6.470588235294118,58.07325642407396,268.66697966018074,112.91922579463797,2.3792846414727946,43.519999999999996,72.34,18.085,7.0,16.01,1.5984180639597523
2026-03-11 08:07:53,17682499120,Morning Run,10.86,4485,4357.0,2.494,68.0,79.0,888.0,,,6.686617556783302,401.1970534069982,6.496448973290104,68.5449405621326,337.2119202223133,130.0554609351711,2.5928316873245616,54.379999999999995,83.2,20.8,8.0,16.01,1.9837174808830964
2026-03-14 08:26:44,17718135436,Morning Run,18.01,8092,6557.0,2.747,91.0,80.0,1393.0,,,6.067925226725892,364.07551360355353,6.470588235294118,124.26848963019532,250.88668661640187,161.12258334271993,1.5571168324849094,38.370000000000005,101.21000000000001,25.302500000000002,9.0,18.01,1.2544299082949206
2026-03-16 08:09:45,17740307287,Morning Run,10.76,4641,4119.0,2.614,64.0,82.0,890.0,,,6.38011152416357,382.80669144981414,6.429411764705883,69.71504021572741,320.6017268321293,178.5513433966518,1.7955716307320781,49.13,111.97,27.9925,10.0,18.01,1.1533188846490419
2026-03-18 08:08:44,17764454443,Morning Run,11.2,4961,4491.0,2.495,162.0,79.0,906.0,538.0,198.0,6.683035714285714,400.9821428571429,6.470588235294118,70.16681575376819,264.1503455996909,196.09304733509384,1.347066350334682,39.97,123.17,30.7925,11.0,18.01,1.4945812393420894
2026-03-19 21:41:36,17785161411,Evening Run,12.03,4360,4005.0,3.005,9.0,82.0,878.0,524.0,208.0,5.548628428927681,332.9177057356609,6.429411764705883,89.62361674071771,353.7739623404086,218.49895152027327,1.6191105718307484,52.0,135.2,33.8,12.0,18.01,0.2959608454383792
2026-03-22 08:53:26,17813562974,Morning Run,17.02,7568,5946.0,2.863,34.0,79.0,1264.0,727.0,189.0,5.822561692126909,349.3537015276146,6.388235294117647,119.29088615477009,348.7963588649834,248.32167305896579,1.4046150485711297,51.00999999999999,152.22,38.055,13.0,18.01,-0.3881135254062966
2026-03-23 08:09:50,17825144079,Morning Run,11.22,4514,3604.0,3.115,24.0,83.0,820.0,515.0,214.0,5.353535353535354,321.2121212121212,6.384173409140608,85.42038644084455,364.50170509010053,269.6767696691769,1.3516244114658045,51.47,163.44,40.86,14.0,18.01,-1.4791632583304875
2026-03-25 08:10:07,17850783902,Morning Run,10.98,4229,4175.0,2.63,11.0,80.0,869.0,533.0,213.0,6.337279902853672,380.23679417122037,6.38011152416357,70.52709428313813,364.8619836194705,287.30854323996147,1.269930853795517,51.25,174.42,43.605,15.0,18.01,-1.2924129276645335
2026-03-27 08:09:23,17874363599,Morning Run,10.03,3533,3458.0,2.901,10.0,81.0,776.0,409.0,204.0,5.746095048188767,344.76570289132604,6.358695713508621,70.57716565845367,345.8155325372064,297.0088584685085,1.164327334613398,49.25,179.69,44.9225,15.0,18.01,-1.7624887487981855
2026-03-29 07:31:33,17897662788,Morning Run treininho leve Z0,21.14,7097,7097.0,2.979,36.0,81.0,1631.0,895.0,213.0,5.595238095238095,335.7142857142857,6.337279902853672,151.73724330897164,497.55277584617806,313.1731091207189,1.5887468028245884,70.39,186.81,46.7025,15.0,21.14,-2.3109030360994005
2026-03-30 08:10:32,17909757091,Morning Run,10.5,4004,3581.0,2.934,5.0,83.0,788.0,441.0,201.0,5.6841269841269835,341.04761904761904,6.263759473339187,72.47624303939796,365.3177462899614,315.25372536207453,1.1588054855510033,52.65,187.27,46.8175,15.0,21.14,-2.6748415012105893
2026-04-02 08:04:48,17948331833,Morning Run,23.02,8933,8020.0,2.87,61.0,82.0,1742.0,964.0,198.0,5.806545033304372,348.3927019982624,6.190239043824701,151.91559572548746,446.70624773231077,337.0551435364698,1.3253209639388772,64.69,200.29000000000002,50.072500000000005,15.0,23.02,-2.8650531493179052
2026-04-07 19:09:51,18018543516,Afternoon Run,11.5,4688,3884.0,2.963,13.0,81.0,913.0,542.0,208.0,5.628985507246377,337.7391304347826,6.129082135275297,76.74650243543886,228.66209816092632,305.2525049872609,0.7490916353674774,34.519999999999996,178.26999999999998,44.567499999999995,13.0,23.02,-3.1886238420559048
2026-04-08 21:22:46,18033820293,Evening Run,12.3,4693,4472.0,2.75,8.0,76.0,958.0,575.0,210.0,6.059620596205962,363.5772357723577,6.067925226725892,74.73776723518574,303.3998653961121,306.80071165552414,0.9889151291694834,46.82,179.71,44.9275,13.0,23.02,-3.0437820302527094
2026-04-09 21:11:31,18047155256,Evening Run,12.01,5655,4292.0,2.799,10.0,82.0,918.0,516.0,183.0,5.956147654732168,357.3688592839301,6.063772911465927,74.14184840268393,225.62611807330853,325.33617375619514,0.6935168489514213,35.81,191.72,47.93,14.0,23.02,-3.0070404921493683
2026-04-11 07:39:19,18063772567,Morning Run,15.18,7090,5090.0,2.984,42.0,84.0,1099.0,692.0,196.0,5.588493631971892,335.30961791831356,6.059620596205962,99.73965858691872,325.36577666022725,350.2710884029248,0.9288970384160042,50.99,206.9,51.725,15.0,23.02,-3.2695379578438764
2026-05-13 20:58:25,18496366781,Afternoon Run,9.06,3521,3409.0,2.658,9.0,80.0,798.0,382.0,198.0,6.2711552612214865,376.26931567328916,6.007884125469065,52.1463289718929,52.1463289718929,13.036582242973225,4.0,9.06,9.06,2.265,1.0,9.06,-3.9641053182571726
2026-05-16 20:29:06,18534911117,Afternoon Run,10.07,4825,3785.0,2.661,14.0,81.0,814.0,400.0,173.0,6.264481959616021,375.8689175769613,6.059620596205962,59.02488828401012,111.17121725590302,27.792804313975754,4.0,19.130000000000003,19.130000000000003,4.782500000000001,2.0,10.07,-2.405039928354499
2026-07-13 20:23:25,19300242005,Corrida da tarde,6.8,2689,2521.0,2.701,6.0,78.0,554.0,272.0,191.0,6.178921568627451,370.7352941176471,6.264481959616021,43.18834439765988,43.18834439765988,10.79708609941497,4.0,6.8,6.8,1.7,1.0,6.8,
2026-07-15 21:23:31,19329188773,Corrida ao entardecer,7.34,3150,2777.0,2.644,12.0,79.0,621.0,287.0,181.0,6.305631244323342,378.33787465940054,6.267818610418754,45.729908204929174,88.91825260258906,22.229563150647266,4.0,14.14,14.14,3.535,2.0,7.34,-0.1636363314706226
2026-08-06 21:20:23,19633294742,Corrida ao entardecer,7.11,3933,2435.0,2.924,8.0,81.0,535.0,343.0,192.0,5.707923112986404,342.47538677918425,6.264481959616021,48.883445834461384,48.883445834461384,34.45042460926261,1.4189504596503055,7.11,21.25,5.3125,3.0,7.34,-1.750431864469976
2026-08-10 20:41:43,19686996040,Corrida da tarde,5.01,2223,1759.0,2.853,10.0,80.0,393.0,214.0,186.0,5.85163007318696,351.0978043912176,6.221701764121736,33.142040339397596,82.02548617385898,31.938848594697042,2.568204233495069,12.120000000000001,19.46,4.865,3.0,7.34,-1.9605563011601554
2026-08-13 21:17:20,19731014712,Corrida ao entardecer,5.0,1865,1410.0,3.552,9.0,83.0,367.0,293.0,238.0,4.7,282.0,6.015275820907205,38.49313106552218,120.51861723938116,30.129654309845286,4.000000000000001,17.12,17.119999999999997,4.279999999999999,3.0,7.11,-4.656892122757437
2026-08-19 22:02:11,19815605048,Corrida ao entardecer,5.02,1876,1432.0,3.51,9.0,83.0,365.0,285.0,234.0,4.754316069057105,285.25896414342634,5.779776593086682,35.272624125838085,73.76575519136026,38.94781034130481,1.8939641162093888,10.02,22.14,5.535,4.0,7.11,-15.950017470583008
2026-08-21 18:28:22,19841462336,Afternoon  Run com o FOFINHO do Pedro Uchoas,10.01,5600,4205.0,2.382,17.0,75.0,832.0,428.0,177.0,7.001332001332001,420.0799200799201,5.85163007318696,48.95613589159675,84.22876001743484,51.186844314203995,1.6455157794140856,15.03,32.15,8.0375,5.0,10.01,-6.496011595052452
2026-08-30 11:31:15,19962569922,Corrida matinal,6.51,3151,2079.0,3.132,18.0,81.0,526.0,379.0,228.0,5.32258064516129,319.35483870967744,5.779776593086682,40.85835165340598,40.85835165340598,61.40143222755549,0.6654299447280602,6.51,38.66,9.665,6.0,10.01,-6.837077078761997
2026-09-01 21:02:06,19996662293,Corrida ao entardecer,3.02,846,846.0,3.57,0.0,85.0,203.0,95.0,202.0,4.66887417218543,280.1324503311258,5.707923112986404,21.0741953815629,61.932547034968884,66.66998107294621,0.9289420221554597,9.53,41.68,10.42,7.0,10.01,-9.165723641988262
2026-09-04 19:26:14,20037704523,Corrida da tarde,5.01,1465,1465.0,3.421,5.0,81.0,389.0,264.0,255.0,4.873586161011311,292.41516966067866,5.515251879073848,31.269416697746696,93.20196373271558,62.26647378876755,1.4968241826073758,14.54,39.58,9.895,7.0,10.01,-9.781163744850414
2026-09-04 20:10:13,20038077887,Corrida da tarde,4.13,2000,1978.0,2.089,7.0,72.0,361.0,131.0,154.0,7.98224374495561,478.9346246973366,5.707923112986404,16.85703914446117,110.05900287717675,66.48073357488283,1.6555022328868867,18.669999999999998,43.71,10.9275,8.0,10.01,-2.808388322983203
